-94.1495155208 -4377.69041425	-3060.69909642	-2886.91376976	-3060.69909642	-2886.91376976	-3060.69909642	-2886.91376976	-3060.69909642	-2886.91376976	-2886.91376976
-92.146261077 -4406.08631869	-3073.17494404	-2872.85712142	-3073.17494404	-2872.85712142	-3073.17494404	-2872.85712142	-3073.17494404	-2872.85712142	-2872.85712142
-90.1430097995 -4476.1050944	-3088.46016947	-2881.08336996	-3088.46016947	-2881.08336996	-3088.46016947	-2881.08336996	-3088.46016947	-2881.08336996	-2881.08336996
-88.1397616897 -4585.69952276	-3110.40874683	-2904.14710188	-3110.40874683	-2904.14710188	-3110.40874683	-2904.14710188	-3110.40874683	-2904.14710188	-2904.14710188
-86.1365167488 -4728.91795276	-3143.1923872	-2931.04073941	-3143.1923872	-2931.04073941	-3143.1923872	-2931.04073941	-3143.1923872	-2931.04073941	-2931.04073941
-84.1332749782 -4899.15976616	-3186.60778219	-2961.51851824	-3186.60778219	-2961.51851824	-3186.60778219	-2961.51851824	-3186.60778219	-2961.51851824	-2961.51851824
-82.1300363789 -5082.09699419	-3241.46558	-3007.23463976	-3241.46558	-3007.23463976	-3241.46558	-3007.23463976	-3241.46558	-3007.23463976	-3007.23463976
-80.1268009525 -5266.37333569	-3308.04755859	-3075.15933924	-3308.04755859	-3075.15933924	-3308.04755859	-3075.15933924	-3308.04755859	-3075.15933924	-3075.15933924
-78.1235687 -5440.17146963	-3381.73332178	-3158.90312842	-3381.73332178	-3158.90312842	-3381.73332178	-3158.90312842	-3381.73332178	-3158.90312842	-3158.90312842
-76.1203396228 -5591.77352549	-3469.22155334	-3254.9636991	-3469.22155334	-3254.9636991	-3469.22155334	-3254.9636991	-3469.22155334	-3254.9636991	-3254.9636991
-74.1171137222 -5717.92710003	-3578.27700905	-3356.15159178	-3578.27700905	-3356.15159178	-3578.27700905	-3356.15159178	-3578.27700905	-3356.15159178	-3356.15159178
-72.1138909994 -5817.6952135	-3712.89854474	-3453.55332772	-3712.89854474	-3453.55332772	-3712.89854474	-3453.55332772	-3712.89854474	-3453.55332772	-3453.55332772
-70.1106714557 -5893.90232732	-3874.88056409	-3544.31923639	-3874.88056409	-3544.31923639	-3874.88056409	-3544.31923639	-3874.88056409	-3544.31923639	-3544.31923639
-68.1074550923 -5951.03070291	-4060.66961249	-3624.48059736	-4060.66961249	-3624.48059736	-4060.66961249	-3624.48059736	-4060.66961249	-3624.48059736	-3624.48059736
-66.1042419106 -5997.61214889	-4261.58141317	-3696.64667899	-4261.58141317	-3696.64667899	-4261.58141317	-3696.64667899	-4261.58141317	-3696.64667899	-3696.64667899
-64.1010319118 -6039.22082972	-4473.9330168	-3769.81701461	-4473.9330168	-3769.81701461	-4473.9330168	-3769.81701461	-4473.9330168	-3769.81701461	-3769.81701461
-62.0978250971 -6086.3396955	-4688.50607065	-3851.49802301	-4688.50607065	-3851.49802301	-4688.50607065	-3851.49802301	-4688.50607065	-3851.49802301	-3851.49802301
-60.0946214678 -6144.30361437	-4898.40943424	-3952.45092855	-4898.40943424	-3952.45092855	-4898.40943424	-3952.45092855	-4898.40943424	-3952.45092855	-3952.45092855
-58.0914210251 -6220.30928921	-5106.75427231	-4085.93922376	-5106.75427231	-4085.93922376	-5106.75427231	-4085.93922376	-5106.75427231	-4085.93922376	-4085.93922376
-56.0882237704 -6319.32524627	-5313.57621868	-4259.75559397	-5313.57621868	-4259.75559397	-5313.57621868	-4259.75559397	-5313.57621868	-4259.75559397	-4259.75559397
-54.0850297048 -6446.31134794	-5521.41431085	-4467.53280774	-5521.41431085	-4467.53280774	-5521.41431085	-4467.53280774	-5521.41431085	-4467.53280774	-4467.53280774
-52.0818388297 -6603.30368412	-5714.46375711	-4632.59158685	-5714.46375711	-4632.59158685	-5714.46375711	-4632.59158685	-5714.46375711	-4632.59158685	-4632.59158685
-50.0786511463 -6785.78362083	-5873.32298728	-4796.0605036	-5873.32298728	-4796.0605036	-5873.32298728	-4796.0605036	-5873.32298728	-4796.0605036	-4796.0605036
-48.0754666558 -6985.3093277	-6027.46596837	-4986.11087342	-6027.46596837	-4986.11087342	-6027.46596837	-4986.11087342	-6027.46596837	-4986.11087342	-4986.11087342
-46.0722853595 -7190.83951943	-6209.32222954	-5202.96764877	-6209.32222954	-5202.96764877	-6209.32222954	-5202.96764877	-6209.32222954	-5202.96764877	-5202.96764877
-44.0691072587 -7391.34691015	-6398.45286749	-5429.28102608	-6398.45286749	-5429.28102608	-6398.45286749	-5429.28102608	-6398.45286749	-5429.28102608	-5429.28102608
-42.0659323545 -7571.44031815	-6566.30383251	-5652.69060433	-6566.30383251	-5652.69060433	-6566.30383251	-5652.69060433	-6566.30383251	-5652.69060433	-5652.69060433
-40.0627606482 -7725.12384133	-6715.31717617	-5867.39095014	-6715.31717617	-5867.39095014	-6715.31717617	-5867.39095014	-6715.31717617	-5867.39095014	-5867.39095014
-38.0595921412 -7836.10031148	-6850.73500103	-6061.77502899	-6850.73500103	-6061.77502899	-6850.73500103	-6061.77502899	-6850.73500103	-6061.77502899	-6061.77502899
-36.0564268346 -7900.1890614	-6978.4444922	-6229.74266716	-6978.4444922	-6229.74266716	-6978.4444922	-6229.74266716	-6978.4444922	-6229.74266716	-6229.74266716
-34.0532647296 -7920.4862963	-7103.39104582	-6365.14580554	-7103.39104582	-6365.14580554	-7103.39104582	-6365.14580554	-7103.39104582	-6365.14580554	-6365.14580554
-32.0501058276 -7964.4959539	-7224.13329183	-6468.48795127	-7224.13329183	-6468.48795127	-7224.13329183	-6468.48795127	-7224.13329183	-6468.48795127	-6468.48795127
-30.0469501297 -8053.85489006	-7340.47200541	-6545.35115664	-7340.47200541	-6545.35115664	-7340.47200541	-6545.35115664	-7340.47200541	-6545.35115664	-6545.35115664
-28.0437976372 -8180.18465118	-7449.41460691	-6608.96639867	-7449.41460691	-6608.96639867	-7449.41460691	-6608.96639867	-7449.41460691	-6608.96639867	-6608.96639867
-26.0406483513 -8311.35760908	-7552.04088234	-6667.20121863	-7552.04088234	-6667.20121863	-7552.04088234	-6667.20121863	-7552.04088234	-6667.20121863	-6667.20121863
-24.0375022733 -8423.11358338	-7653.74761414	-6729.09533082	-7653.74761414	-6729.09533082	-7653.74761414	-6729.09533082	-7653.74761414	-6729.09533082	-6729.09533082
-22.0343594045 -8495.55320087	-7756.74886255	-6798.1034552	-7756.74886255	-6798.1034552	-7756.74886255	-6798.1034552	-7756.74886255	-6798.1034552	-6798.1034552
-20.0312197459 -8517.80886713	-7860.25726685	-6878.16541126	-7860.25726685	-6878.16541126	-7860.25726685	-6878.16541126	-7860.25726685	-6878.16541126	-6878.16541126
-18.0280832989 -8490.19623519	-7959.32669684	-6961.78728929	-7959.32669684	-6961.78728929	-7959.32669684	-6961.78728929	-7959.32669684	-6961.78728929	-6961.78728929
-16.0249500648 -8416.7581776	-8055.51075754	-7043.08589256	-8055.51075754	-7043.08589256	-8055.51075754	-7043.08589256	-8055.51075754	-7043.08589256	-7043.08589256
-14.0218200447 -8308.63002041	-8149.77407494	-7117.25594363	-8149.77407494	-7117.25594363	-8149.77407494	-7117.25594363	-8149.77407494	-7117.25594363	-7117.25594363
-12.0186932398 -8178.08498885	-8246.87902248	-7177.85785772	-8246.87902248	-7177.85785772	-8246.87902248	-7177.85785772	-8246.87902248	-7177.85785772	-7177.85785772
-10.0155696514 -8037.12114715	-8354.18989439	-7222.60266833	-8354.18989439	-7222.60266833	-8354.18989439	-7222.60266833	-8354.18989439	-7222.60266833	-7222.60266833
-8.01244928081 -7893.9808256	-8475.76703756	-7250.30252665	-8475.76703756	-7250.30252665	-8475.76703756	-7250.30252665	-8475.76703756	-7250.30252665	-7250.30252665
-6.00933212912 -7748.20263828	-8541.73037965	-7264.1952718	-8541.73037965	-7264.1952718	-8541.73037965	-7264.1952718	-8541.73037965	-7264.1952718	-7264.1952718
-4.00621819761 -7588.49765498	-8414.34305648	-7262.92874288	-8414.34305648	-7262.92874288	-8414.34305648	-7262.92874288	-8414.34305648	-7262.92874288	-7262.92874288
-2.0031074875 -7413.94303981	-8128.96559986	-7243.404665	-8128.96559986	-7243.404665	-8128.96559986	-7243.404665	-8128.96559986	-7243.404665	-7243.404665
0 -7270	-7815.6256757	-7203.93246316	-7815.6256757	-7203.93246316	-7815.6256757	-7203.93246316	-7815.6256757	-7203.93246316	-7203.93246316
2.00310426366 -7133.78067859	-7545.83394351	-7139.01342368	-7545.83394351	-7139.01342368	-7545.83394351	-7139.01342368	-7545.83394351	-7139.01342368	-7139.01342368
4.00620530225 -6998.98633235	-7317.23931974	-7045.01388884	-7317.23931974	-7045.01388884	-7317.23931974	-7045.01388884	-7317.23931974	-7045.01388884	-7045.01388884
6.00930311457 -6880.80056301	-7125.58455894	-6919.90316922	-7125.58455894	-6919.90316922	-7125.58455894	-6919.90316922	-7125.58455894	-6919.90316922	-6919.90316922
8.01239769939 -6784.03257798	-6962.46184295	-6770.49669697	-6962.46184295	-6770.49669697	-6962.46184295	-6770.49669697	-6962.46184295	-6770.49669697	-6770.49669697
10.0154890555 -6706.63528104	-6829.55837566	-6605.07819623	-6829.55837566	-6605.07819623	-6829.55837566	-6605.07819623	-6829.55837566	-6605.07819623	-6605.07819623
12.0185771817 -6643.72971787	-6721.73163722	-6433.40503612	-6721.73163722	-6433.40503612	-6721.73163722	-6433.40503612	-6721.73163722	-6433.40503612	-6433.40503612
14.0216620768 -6587.48093999	-6631.40020526	-6266.16205985	-6631.40020526	-6266.16205985	-6631.40020526	-6266.16205985	-6631.40020526	-6266.16205985	-6266.16205985
16.0247437395 -6526.47312446	-6552.85664318	-6123.92290927	-6552.85664318	-6123.92290927	-6552.85664318	-6123.92290927	-6552.85664318	-6123.92290927	-6123.92290927
18.0278221686 -6454.53640462	-6482.2632755	-6022.43999582	-6482.2632755	-6022.43999582	-6482.2632755	-6022.43999582	-6482.2632755	-6022.43999582	-6022.43999582
20.030897363 -6369.72034232	-6411.64478171	-5943.89301169	-6411.64478171	-5943.89301169	-6411.64478171	-5943.89301169	-6411.64478171	-5943.89301169	-5943.89301169
22.0339693214 -6277.28335108	-6336.20775146	-5876.9455414	-6336.20775146	-5876.9455414	-6336.20775146	-5876.9455414	-6336.20775146	-5876.9455414	-5876.9455414
24.0370380426 -6188.41306722	-6256.82501361	-5822.51646772	-6256.82501361	-5822.51646772	-6256.82501361	-5822.51646772	-6256.82501361	-5822.51646772	-5822.51646772
26.0401035254 -6120.02042746	-6178.36705233	-5775.73699903	-6178.36705233	-5775.73699903	-6178.36705233	-5775.73699903	-6178.36705233	-5775.73699903	-5775.73699903
28.0431657686 -6063.66495873	-6109.48705659	-5731.52174994	-6109.48705659	-5731.52174994	-6109.48705659	-5731.52174994	-6109.48705659	-5731.52174994	-5731.52174994
30.0462247711 -5982.56829563	-6045.66926365	-5688.68465886	-6045.66926365	-5688.68465886	-6045.66926365	-5688.68465886	-6045.66926365	-5688.68465886	-5688.68465886
32.0492805315 -5784.28390319	-5971.36376154	-5644.93269786	-5971.36376154	-5644.93269786	-5971.36376154	-5644.93269786	-5971.36376154	-5644.93269786	-5644.93269786
34.0523330488 -5605.56505201	-5872.49767218	-5600.47923364	-5872.49767218	-5600.47923364	-5872.49767218	-5600.47923364	-5872.49767218	-5600.47923364	-5600.47923364
36.0553823216 -5516.55943657	-5764.24057415	-5556.02792337	-5764.24057415	-5556.02792337	-5764.24057415	-5556.02792337	-5764.24057415	-5556.02792337	-5556.02792337
38.0584283489 -5454.83705066	-5652.01424442	-5512.78268598	-5652.01424442	-5512.78268598	-5652.01424442	-5512.78268598	-5652.01424442	-5512.78268598	-5512.78268598
40.0614711293 -5407.67893888	-5536.15042578	-5471.0997779	-5536.15042578	-5471.0997779	-5536.15042578	-5471.0997779	-5536.15042578	-5471.0997779	-5471.0997779
42.0645106618 -5377.56105532	-5436.03594302	-5426.5448899	-5436.03594302	-5426.5448899	-5436.03594302	-5426.5448899	-5436.03594302	-5426.5448899	-5426.5448899
44.0675469451 -5360.4330793	-5365.8361416	-5380.96941066	-5365.8361416	-5380.96941066	-5365.8361416	-5380.96941066	-5365.8361416	-5380.96941066	-5380.96941066
46.070579978 -5352.44620041	-5330.19369013	-5351.23645568	-5330.19369013	-5351.23645568	-5330.19369013	-5351.23645568	-5330.19369013	-5351.23645568	-5351.23645568
48.0736097594 -5343.74963073	-5310.85736337	-5307.24336811	-5310.85736337	-5307.24336811	-5310.85736337	-5307.24336811	-5310.85736337	-5307.24336811	-5307.24336811
50.076636288 -5328.86342227	-5280.56746036	-5232.22631734	-5280.56746036	-5232.22631734	-5280.56746036	-5232.22631734	-5280.56746036	-5232.22631734	-5232.22631734
52.0796595627 -5303.45843194	-5230.43287956	-5161.52285337	-5230.43287956	-5161.52285337	-5230.43287956	-5161.52285337	-5230.43287956	-5161.52285337	-5161.52285337
54.0826795822 -5266.61119693	-5178.6529196	-5104.8484552	-5178.6529196	-5104.8484552	-5178.6529196	-5104.8484552	-5178.6529196	-5104.8484552	-5104.8484552
56.0856963454 -5220.52010274	-5124.97888058	-5066.39596031	-5124.97888058	-5066.39596031	-5124.97888058	-5066.39596031	-5124.97888058	-5066.39596031	-5066.39596031
58.0887098512 -5180.80998303	-5071.54788019	-5046.65038995	-5071.54788019	-5046.65038995	-5071.54788019	-5046.65038995	-5071.54788019	-5046.65038995	-5046.65038995
60.0917200982 -5158.84959247	-5033.20682253	-5043.88085173	-5033.20682253	-5043.88085173	-5033.20682253	-5043.88085173	-5033.20682253	-5043.88085173	-5043.88085173
62.0947270854 -5136.50846054	-5017.94611645	-5052.46913784	-5017.94611645	-5052.46913784	-5017.94611645	-5052.46913784	-5017.94611645	-5052.46913784	-5052.46913784
64.0977308115 -5115.18777613	-5023.1208875	-5070.19837329	-5023.1208875	-5070.19837329	-5023.1208875	-5070.19837329	-5023.1208875	-5070.19837329	-5070.19837329
66.1007312754 -5097.49179699	-5043.0725977	-5092.96664096	-5043.0725977	-5092.96664096	-5043.0725977	-5092.96664096	-5043.0725977	-5092.96664096	-5092.96664096
68.1037284759 -5083.60099254	-5066.57126715	-5109.69192644	-5066.57126715	-5109.69192644	-5066.57126715	-5109.69192644	-5066.57126715	-5109.69192644	-5109.69192644
70.1067224119 -5064.54735872	-5085.25194835	-5118.50899187	-5085.25194835	-5118.50899187	-5085.25194835	-5118.50899187	-5085.25194835	-5118.50899187	-5118.50899187
72.109713082 -5048.47160041	-5092.09510013	-5111.98733086	-5092.09510013	-5111.98733086	-5092.09510013	-5111.98733086	-5092.09510013	-5111.98733086	-5111.98733086
74.1127004853 -5039.18490056	-5080.20368491	-5097.54346796	-5080.20368491	-5097.54346796	-5080.20368491	-5097.54346796	-5080.20368491	-5097.54346796	-5097.54346796
76.1156846204 -5037.63150612	-5050.149716	-5079.79623512	-5050.149716	-5079.79623512	-5050.149716	-5079.79623512	-5050.149716	-5079.79623512	-5079.79623512
78.1186654863 -5039.56274079	-4997.43836669	-5058.79132633	-4997.43836669	-5058.79132633	-4997.43836669	-5058.79132633	-4997.43836669	-5058.79132633	-5058.79132633
80.1216430817 -5046.93295017	-4971.76974488	-5034.16715223	-4971.76974488	-5034.16715223	-4971.76974488	-5034.16715223	-4971.76974488	-5034.16715223	-5034.16715223
82.1246174055 -5058.9668042	-4970.03493955	-5005.60578366	-4970.03493955	-5005.60578366	-4970.03493955	-5005.60578366	-4970.03493955	-5005.60578366	-5005.60578366
84.1275884565 -5076.52481653	-4968.19759501	-4973.40966284	-4968.19759501	-4973.40966284	-4968.19759501	-4973.40966284	-4968.19759501	-4973.40966284	-4973.40966284
86.1305562336 -5104.92327858	-4951.71825488	-4936.95750137	-4951.71825488	-4936.95750137	-4951.71825488	-4936.95750137	-4951.71825488	-4936.95750137	-4936.95750137
88.1335207356 -5138.07981474	-4922.52818555	-4898.41895811	-4922.52818555	-4898.41895811	-4922.52818555	-4898.41895811	-4922.52818555	-4898.41895811	-4898.41895811
90.1364819612 -5166.28137664	-4880.20872513	-4858.26174928	-4880.20872513	-4858.26174928	-4880.20872513	-4858.26174928	-4880.20872513	-4858.26174928	-4858.26174928
92.1394399095 -5185.60667117	-4829.3166889	-4821.01151989	-4829.3166889	-4821.01151989	-4829.3166889	-4821.01151989	-4829.3166889	-4821.01151989	-4821.01151989
94.1423945791 -5193.87769529	-4777.85126137	-4801.50633711	-4777.85126137	-4801.50633711	-4777.85126137	-4801.50633711	-4777.85126137	-4801.50633711	-4801.50633711
96.145345969 -5187.56121813	-4734.8584563	-4807.82824281	-4734.8584563	-4807.82824281	-4734.8584563	-4807.82824281	-4734.8584563	-4807.82824281	-4807.82824281
98.1482940779 -5172.36922433	-4706.94988654	-4839.93577874	-4706.94988654	-4839.93577874	-4706.94988654	-4839.93577874	-4706.94988654	-4839.93577874	-4839.93577874
100.151238905 -5148.94109225	-4697.76380965	-4876.8637755	-4697.76380965	-4876.8637755	-4697.76380965	-4876.8637755	-4697.76380965	-4876.8637755	-4876.8637755
102.154180448 -5117.75070298	-4706.88577046	-4890.58251506	-4706.88577046	-4890.58251506	-4706.88577046	-4890.58251506	-4706.88577046	-4890.58251506	-4890.58251506
104.157118708 -5077.49288302	-4731.3673305	-4884.50667953	-4731.3673305	-4884.50667953	-4731.3673305	-4884.50667953	-4731.3673305	-4884.50667953	-4884.50667953
106.160053681 -5023.20651952	-4764.52831972	-4876.02793898	-4764.52831972	-4876.02793898	-4764.52831972	-4876.02793898	-4764.52831972	-4876.02793898	-4876.02793898
108.162985368 -4967.56973124	-4800.17943753	-4854.00370947	-4800.17943753	-4854.00370947	-4800.17943753	-4854.00370947	-4800.17943753	-4854.00370947	-4854.00370947
110.165913768 -4918.78775979	-4835.45633959	-4824.51717449	-4835.45633959	-4824.51717449	-4835.45633959	-4824.51717449	-4835.45633959	-4824.51717449	-4824.51717449
112.168838878 -4885.4901454	-4867.45949383	-4799.88340403	-4867.45949383	-4799.88340403	-4867.45949383	-4799.88340403	-4867.45949383	-4799.88340403	-4799.88340403
114.171760698 -4867.57936142	-4896.90848868	-4782.92456041	-4896.90848868	-4782.92456041	-4896.90848868	-4782.92456041	-4896.90848868	-4782.92456041	-4782.92456041
116.174679227 -4861.54043098	-4922.37297443	-4776.12070694	-4922.37297443	-4776.12070694	-4922.37297443	-4776.12070694	-4922.37297443	-4776.12070694	-4776.12070694
118.177594463 -4864.35847981	-4940.02945801	-4774.39472587	-4940.02945801	-4774.39472587	-4940.02945801	-4774.39472587	-4940.02945801	-4774.39472587	-4774.39472587
120.180506406 -4869.20767443	-4944.19554049	-4772.07444686	-4944.19554049	-4772.07444686	-4944.19554049	-4772.07444686	-4944.19554049	-4772.07444686	-4772.07444686
122.183415054 -4873.08939909	-4934.56797729	-4763.58911217	-4934.56797729	-4763.58911217	-4934.56797729	-4763.58911217	-4934.56797729	-4763.58911217	-4763.58911217
